מספר מתקן,שם מתקן,מספר צרכן בעל המתקן,שם צרכן בעל המתקן,בעלות המתקן,סטאטוס,קבוצת מים,אקוויפר,ספיקה שעתית מקסימלית,מספר הפקה,מספר ארצי,אזור הפקה,אזור חקלאי,אזור גיאוגרפי,אזור אדמיניסטרטיבי,אזור תכנון
229670,פ גנוסר סוכנות,1121,גנוסר קבוץ- סובב כנרת,צרכן פרטי,לא פעיל,קידוח שפיר אאוקן,איאוקן,200.00,16509,19725122,סובב כנרת,העמקים,עמק הירדן,עמק הירדן מ.א,אגן כנרת
229683,פ חקוק,1137,חוקוק קבוץ,צרכן פרטי,פעיל,קידוח שפיר אאוקן,איאוקן,90.00,11547,19725206,סובב כנרת,העמקים,עמק הירדן,עמק הירדן מ.א,אגן כנרת
229684,פ חוקוק 2,1137,חוקוק קבוץ,צרכן פרטי,פעיל,קידוח שפיר אאוקן,איאוקן,150.00,11693,19725226,סובב כנרת,העמקים,עמק הירדן,עמק הירדן מ.א,אגן כנרת
229702,פ נוה יער7 אלוני אבא,1311,אלוני אבא מושב,צרכן פרטי,לא פעיל,קידוח שפיר אאוקן,איאוקן,,16195,16623786,מערכת ארצית,העמקים,תשלובת קישון,עמק יזרעאל מ.א,קישון
229723,פ נהלל ממשלתית מושב,1362,נהלל מושב,צרכן פרטי,לא פעיל,קידוח שפיר נאוגן,פליו-פליסטוקן מילוי,,10347,16723280,מערכת ארצית,העמקים,תשלובת קישון,עמק יזרעאל מ.א,קישון
229724,פ נהלל שמרון ב מושב,1362,נהלל מושב,צרכן פרטי,פעיל,קידוח שפיר אאוקן,איאוקן,,10393,17023422,מערכת ארצית,העמקים,תשלובת קישון,עמק יזרעאל מ.א,קישון
229735,פ שבי ציון 2 רסקו,1515,שבי ציון מושב אג' חק' שת',צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,11184,15926428,מערכת ארצית,הצפון,גליל מערבי,מטה אשר מ.א,גליל מערבי
229736,פ שבי ציון 3,1515,שבי ציון מושב אג' חק' שת',צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,11414,15826482,,הצפון,גליל מערבי,מטה אשר מ.א,גליל מערבי
229737,פ שבי ציון 15,1515,שבי ציון מושב אג' חק' שת',צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,11415,15826480א,מערכת ארצית,הצפון,גליל מערבי,מטה אשר מ.א,גליל מערבי
229738,פ שבי ציון מזרח,1515,שבי ציון מושב אג' חק' שת',צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,11762,15926582,מערכת ארצית,הצפון,גליל מערבי,מטה אשר מ.א,גליל מערבי
229739,פ שבי ציון כורדי,1515,שבי ציון מושב אג' חק' שת',צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,11763,15926506,מערכת ארצית,הצפון,גליל מערבי,מטה אשר מ.א,גליל מערבי
229742,פ בנימינה אלטשולר,1682,אלטשולר יחיעם,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,11831,14421148,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229743,פ בנימינה השבעה 22,1684,אלטשולר יחיעם,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,11003,14421220א,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229744,פ בנימינה אחיעזר 21,1737,ארד בנימין וארנס צבי,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10027,14421242,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229745,פ בנימינה אלטשולר,1686,קישון עדנה,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10051,14521284,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229746,פ בנימינה חב חמד,1687,אלטשולר יחיעם,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,120.00,10023,14421200,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229747,פ בנימינה אריזון סגל,1688,אריזון את סגל,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10040,14521304א,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229748,פ בנימינה אריזון יש,1689,דורון פיין,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10025,14421284,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229749,פ בנימינה 12 בורנשטן,1697,בונשטיין יוסף ואחרים,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10042,14521304,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229750,פ בנימינה קאופמן 26,1698,נכסים ח. ומג. בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10029,14321268א,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229751,פ בנימינה 30/9,1699,בנימינה - גבעת עדה המועצה המקומית,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10019א,14421482,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229752,פ בנימינה ממ 1   37,1699,בנימינה - גבעת עדה המועצה המקומית,צרכן פרטי,פעיל,קידוח מטויב שפיר פל' מיהול,פליו-פליסטוקן מילוי,200.00,10020,14421328,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229753,פ בנימינה ממ 2   8,1699,בנימינה - גבעת עדה המועצה המקומית,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10043,14421480,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229754,פ בנימינה המועצה 6,1699,בנימינה - גבעת עדה המועצה המקומית,צרכן פרטי,לא פעיל,קידוח מליח טורון,קנומן - טורון,200.00,11560,14521588,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229755,פ בנימינה המועצה 5,1699,בנימינה - גבעת עדה המועצה המקומית,צרכן פרטי,לא פעיל,קידוח מליח טורון,קנומן - טורון,400.00,11580,14621600,,המרכז,חדרה,בנימינה,שרון
229756,פ בנימינה גולדשטיין,1705,גולדשטיין יעקב,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,400.00,10028,14421286א,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229757,פ בנימינה גינזבור2,1706,גינזבורג אברהם/יהונתן,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10034,14421300,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229758,פ בנימינה הצבי 24,1713,הצבי אגודה קואופרטיבית בעמ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,120.00,10030,14321266,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229759,פ בנימינה הכהן 16,1714,אורי הכהן,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,120.00,10033,14421340,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229760,פ בנימינה כמוני,1730,ב.ז.בינימינה בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10032,14321268,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229761,פ בנימינה שורצברד 38,1736,אגודה שיתופית להשקאת מים בנימינה בע"מ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,11210,14421322,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229762,פ בנימינה ריבנאי,1737,ארד בנימין וארנס צבי,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,120.00,10024,14421262,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229763,פ בנימינה סריסקי 23,1738,מכון מים פלגוש בנימינה,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,10026,14321264,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229764,פ בנימינה 4 אקרמן,1745,חברת מים זרגוניה צפון בנימינה,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,10018,14421402,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229765,פ בנימינה עין הדר 17,1749,יאיר שצמן   רם פיין,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,10035,14421268,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229766,פ בנימינה 15 שצמן,1750,עינב קרניאל לאואר,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10041,14521300,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229767,פ בנימינה 11 כהן פגל,1753,פוגל וקופרמן,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,11625,14521306,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229768,פ בנימינה 27 פרידמן,1756,פרידמן-שוהם-פסקא-מקובר,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10031,14321360,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229769,פ בנימינה 13 הרשקובץ,1768,שכטר ושות,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10039,14521302א,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229770,פ בנימינה שכטר,1737,ארד בנימין וארנס צבי,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10021,14421220,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229771,פ בנימינה שפיר ב,1770,זידמן י.שפירא י.,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,150.00,10022,14421108,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229772,פ בנימינה פיקוביץ 28,1771,שמואלביץ רונן,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10036,14321362,מערכת ארצית,המרכז,חדרה,בנימינה,שרון
229776,פ יגור קבוץ א,1910,יגור קבוץ,צרכן פרטי,פעיל,קידוח שפיר טורון,קנומן תחתון,100.00,10335,15723860,מערכת ארצית,העמקים,גליל מערבי,זבולון מ.א,קישון
229777,פ יגור קבוץ ב,1910,יגור קבוץ,צרכן פרטי,לא פעיל,קידוח שפיר טורון,קנומן תחתון,100.00,10336,15723824,מערכת ארצית,העמקים,גליל מערבי,זבולון מ.א,קישון
229783,פ שפרעם קרמן טהר,1930,קרמן חברה לחקלאות בע"מ,צרכן פרטי,פעיל,קידוח שפיר אאוקן,איאוקן,50.00,10263,15924184,מערכת ארצית,העמקים,גליל מערבי,זבולון מ.א,קישון
229784,פ שפר עם קרמן,1931,המנותא בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר אאוקן,איאוקן,,10250,16224300,מערכת ארצית,העמקים,גליל מערבי,זבולון מ.א,קישון
229786,מק רמת יוחנן קבוץ,1934,רמת יוחנן קבוץ,צרכן פרטי,פעיל,קידוח שפיר אאוקן,איאוקן,,11536,16124324,מערכת ארצית,העמקים,גליל מערבי,זבולון מ.א,קישון
229794,פ בנימינה גרף,1968,גרף יוסף ואשר,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,איאוקן,230.00,10048,14621642,מערכת ארצית,המרכז,חוף הכרמל,זכרון יעקב,שרון
229795,פ ז יעקב נזלה 4055,1980,זכרון יעקב המועצה המקומית,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,10016,14421928,מערכת ארצית,המרכז,חוף הכרמל,זכרון יעקב,חוף הכרמל
229796,פ ז יעקב שורץ נידרמן,1994,יהודה קרניאל,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,איאוקן,,10046,14721604,מערכת ארצית,המרכז,חוף הכרמל,זכרון יעקב,חוף הכרמל
229797,פ זכרון יעקב צעירי,2004,צאירי אחים,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,10017,14422066ג,,המרכז,חוף הכרמל,זכרון יעקב,חוף הכרמל
229798,פ כפר ערערה אל אמל א,2031,אלאמל אג' שת' למים בעארה וערערה בע"מ,צרכן פרטי,פעיל,קידוח שפיר טורון,קנומן - טורון,300.00,11602,15721186,מערכת ארצית,המרכז,חדרה,ערערה,שרון
229802,פ חדרה תחנת כח 1,2050,חב' החשמל לישראל בע"מ (חדרה),צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,150.00,11840,13920860,מערכת ארצית,המרכז,חדרה,חדרה                ,שרון
